Taxa,sol_VH,sol_Mo,tot,lab,occ,stp,PHO,PNZ,POL,TP,extP
PI329546.D1G0BACXX.7.250129919,0,90,867.7362061,62.89599228,327.5803528,624.8178711,NA,NA,NA,NA,24
PI329550.D1G0BACXX.7.250130035,0,90,604.5,41.7600174,303.6681519,605.3097534,NA,NA,NA,NA,28
PI329551.D1G0BACXX.7.250130047,0,90,604.5,41.7600174,303.6681519,605.3097534,NA,NA,NA,NA,28
PI329554.D1G0BACXX.7.250130059,0,90,604.5,41.7600174,303.6681519,605.3097534,NA,NA,NA,NA,28
PI329556.D1G0BACXX.7.250130071,20,30,604.5,41.7600174,303.6681519,756.1994019,NA,NA,NA,NA,27
PI329569.D1G0BACXX.7.250130083,0,100,867.7362061,47.08076096,409.7195129,653.7375488,NA,2930,1006,600,26
PI329570.D1G0BACXX.7.250130095,0,90,604.5,41.7600174,303.6681519,605.3097534,NA,NA,NA,NA,24
PI329572.D1G0BACXX.7.250130012,0,90,604.5,41.7600174,303.6681519,605.3097534,NA,NA,NA,NA,24
PI329583.D1G0BACXX.7.250130024,0,70,604.5,41.7600174,303.6681519,629.6715088,NA,NA,NA,NA,26
PI329584.D1G0BACXX.7.250130036,0,70,604.5,41.7600174,303.6681519,629.6715088,NA,NA,NA,NA,26
PI329585.D1G0BACXX.7.250130048,0,70,604.5,41.7600174,303.6681519,629.6715088,NA,NA,NA,NA,26
PI329605.D1G0BACXX.7.250130060,0,100,604.5,41.7600174,303.6681519,625.6308594,NA,NA,NA,NA,26
PI329606.D1G0BACXX.7.250130072,0,100,604.5,41.7600174,303.6681519,625.6308594,NA,NA,NA,NA,26
PI329614.D1G0BACXX.7.250130084,0,100,297.1404114,21.5375824,112.173912,632.4697876,NA,2930,1006,600,25
PI329615.D1G0BACXX.7.250130096,0,100,297.1404114,21.5375824,112.173912,632.4697876,NA,2930,1006,600,25
PI329617.D1G0BACXX.7.250130013,0,90,867.7362061,62.89599228,327.5803528,603.2906494,NA,NA,NA,NA,25
PI329618.D1G0BACXX.7.250130025,0,90,867.7362061,62.89599228,327.5803528,603.2906494,NA,NA,NA,NA,25
PI329632.D1G0BACXX.7.250130037,0,90,604.5,41.7600174,303.6681519,709.3694458,NA,NA,NA,NA,26
PI329644.D1G0BACXX.7.250130049,0,90,503.8467712,36.5202446,190.2079315,706.6298828,NA,NA,NA,NA,24
PI329645.D1G0BACXX.7.250130061,0,50,321.8891602,34.7212944,69.44468689,576.1127319,300,4158,583,700,24
PI329646.D1G0BACXX.7.250130073,0,50,321.8891602,34.7212944,69.44468689,576.1127319,300,4158,583,700,24
PI329665.D1G0BACXX.7.250130085,0,100,604.5,41.7600174,303.6681519,572.6976929,NA,2930,1006,600,26
PI329673.D1G0BACXX.7.250130097,0,100,604.5,41.7600174,303.6681519,572.6976929,NA,2930,1006,600,26
PI329699.D1G0BACXX.7.250130014,0,90,604.5,41.7600174,303.6681519,661.4443359,NA,NA,NA,NA,24
PI329700.D1G0BACXX.7.250130026,90,10,545.8120117,67.43858337,124.3141403,441.2121277,300,4765,524,700,22
PI329702.D1G0BACXX.7.250130038,0,40,867.7362061,62.89599228,327.5803528,692.9755859,NA,2930,1006,600,26
PI329704.D1G0BACXX.7.250130050,0,40,867.7362061,62.89599228,327.5803528,692.9755859,NA,2930,1006,600,26
PI329710.D1G0BACXX.7.250130062,0,40,867.7362061,62.89599228,327.5803528,692.9755859,300,4302,577,700,27
PI329711.D1G0BACXX.7.250130074,0,40,867.7362061,62.89599228,327.5803528,692.9755859,300,4302,577,700,27
PI329813.D1G0BACXX.7.250130086,0,40,545.8120117,67.43858337,124.3141403,633.4096069,300,4302,577,700,28
PI329814.D1G0BACXX.7.250130098,0,40,545.8120117,67.43858337,124.3141403,633.4096069,300,4302,577,700,28
PI329841.D1G0BACXX.7.250130015,0,0,NA,NA,NA,645.9077148,300,4302,577,700,28
PI329843.D1G0BACXX.7.250130039,0,70,940.0096436,116.1442337,214.0965729,676.1448364,NA,NA,NA,NA,27
PI329848.D1G0BACXX.7.250130051,0,20,321.8891602,34.7212944,69.44468689,666.152832,100,4994,577,800,25
PI329849.D1G0BACXX.7.250130063,0,20,321.8891602,34.7212944,69.44468689,666.152832,100,4994,577,800,25
PI329864.D1G0BACXX.7.250130075,0,80,867.7362061,47.08076096,409.7195129,730.7924194,NA,2930,1006,600,30
PI329865.D1G0BACXX.7.250130087,0,80,867.7362061,47.08076096,409.7195129,730.7924194,NA,2930,1006,600,30
PI329920.D1G0BACXX.7.250130099,20,80,1323.805298,163.5646515,301.5098877,654.2609253,300,4302,577,700,30
PI330167.D1G0BACXX.7.250129931,0,40,867.7362061,74.24043274,149.9053345,700.2907715,300,4302,577,700,27
PI330168.D1G0BACXX.7.250130028,0,40,867.7362061,74.24043274,149.9053345,700.2907715,300,4302,577,700,27
PI330169.D1G0BACXX.7.250129943,0,40,867.7362061,74.24043274,149.9053345,700.2907715,300,4302,577,700,27
PI330170.D1G0BACXX.7.250130052,0,40,867.7362061,74.24043274,149.9053345,700.2907715,300,4302,577,700,27
PI330181.D1G0BACXX.7.250130064,0,30,867.7362061,62.89599228,327.5803528,720.5535889,100,4085,564,700,29
PI330182.D1G0BACXX.7.250130076,0,30,867.7362061,62.89599228,327.5803528,720.5535889,100,4085,564,700,29
PI330184.D1EYBACXX.8.250140257,0,40,867.7362061,62.89599228,327.5803528,720.5535889,300,4302,577,700,28
PI330185.D1G0BACXX.7.250130100,0,40,867.7362061,62.89599228,327.5803528,720.5535889,300,4302,577,700,28
PI330192.D1G0BACXX.7.250130132,0,100,867.7362061,62.89599228,327.5803528,677.0953369,NA,NA,NA,NA,24
PI330195.D1G0BACXX.7.250130144,80,20,545.8120117,67.43858337,124.3141403,824.3595581,800,5650,NA,700,24
PI330196.D1G0BACXX.7.250130156,0,100,321.8891602,39.77147675,73.31347656,866.4400635,NA,NA,NA,NA,22
PI330199.D1G0BACXX.7.250130168,30,10,297.1404114,21.5375824,112.173912,698.8081665,NA,NA,NA,NA,26
PI330271.D1G0BACXX.7.250129918,0,100,867.7362061,62.89599228,327.5803528,692.9755859,NA,2930,1006,600,28
PI330796.D1G0BACXX.7.250130180,20,30,604.5,41.7600174,303.6681519,610.038147,200,4651,613,700,22
PI330798.D1G0BACXX.7.250130192,0,90,604.5,41.7600174,303.6681519,625.6308594,NA,NA,NA,NA,24
PI330803.D1G0BACXX.7.250130204,0,90,503.8467712,36.5202446,190.2079315,656.6574707,NA,NA,NA,NA,25
PI330804.D1G0BACXX.7.250130216,0,90,503.8467712,36.5202446,190.2079315,656.6574707,NA,NA,NA,NA,25
PI330807.D1G0BACXX.7.250130133,0,90,503.8467712,36.5202446,190.2079315,656.6574707,NA,NA,NA,NA,24
PI330828.D1EYBACXX.8.250140258,90,10,545.8120117,67.43858337,124.3141403,596.1934814,300,4765,524,700,24
PI330833.D1G0BACXX.7.250130157,0,90,503.8467712,36.5202446,190.2079315,672.819519,NA,NA,NA,NA,25
PI330834.D1G0BACXX.7.250130169,0,90,503.8467712,36.5202446,190.2079315,672.819519,NA,NA,NA,NA,25
PI330835.D1G0BACXX.7.250130181,90,10,545.8120117,67.43858337,124.3141403,596.1934814,300,4765,524,700,24
PI330838.D1G0BACXX.7.250130193,20,30,321.8891602,34.7212944,69.44468689,687.3754883,NA,1624,498,300,26
PI330847.D1G0BACXX.7.250130205,20,30,321.8891602,34.7212944,69.44468689,687.3754883,NA,1624,498,300,26
PI330851.D1G0BACXX.7.250130217,0,50,867.7362061,47.08076096,409.7195129,691.7565308,300,4158,583,700,24
PI330857.D1G0BACXX.7.250130134,0,50,867.7362061,47.08076096,409.7195129,691.7565308,300,4158,583,700,24
PI330858.D1G0BACXX.7.250130146,0,100,272.3787231,23.30375671,47.05464935,590.1634521,NA,1675,NA,900,26
PI330867.D1G0BACXX.7.250130158,0,100,272.3787231,23.30375671,47.05464935,590.1634521,NA,1675,NA,900,26
PI337674.D1G0BACXX.7.250130170,20,80,1323.805298,163.5646515,301.5098877,654.2609253,400,3672,506,600,27
PI337676.D1G0BACXX.7.250130182,0,100,545.8120117,67.43858337,124.3141403,584.8456421,4000,1465,1306,500,23
PI337678.D1G0BACXX.7.250130194,0,40,940.0096436,116.1442337,214.0965729,705.0100098,300,4302,577,700,29
PI337680.D1G0BACXX.7.250130206,0,90,940.0096436,101.3962326,202.7986298,645.6211548,NA,NA,NA,NA,25
PI337684.D1G0BACXX.7.250130218,0,90,940.0096436,116.1442337,214.0965729,559.2625122,NA,NA,NA,NA,20
PI337685.D1G0BACXX.7.250130135,0,90,940.0096436,101.3962326,202.7986298,645.6211548,NA,NA,NA,NA,25
PI337688.D1G0BACXX.7.250130147,0,100,545.8120117,67.43858337,124.3141403,584.8456421,4000,1465,1306,500,23
PI337689.D1G0BACXX.7.250130159,0,40,940.0096436,116.1442337,214.0965729,705.0100098,300,4302,577,700,27
PI510907.D1G0BACXX.7.250130171,0,50,NA,NA,NA,389.9810486,NA,1792,495,300,19
PI510910.D1G0BACXX.7.250130183,0,50,940.0096436,101.3962326,202.7986298,470.4915771,600,2601,574,500,21
PI510911.D1G0BACXX.7.250130195,0,50,940.0096436,101.3962326,202.7986298,470.4915771,600,2601,574,500,21
PI510925.D1G0BACXX.7.250130207,0,50,NA,NA,NA,389.9810486,NA,1792,495,300,19
PI510926.D1G0BACXX.7.250130219,0,50,NA,NA,NA,389.9810486,NA,1792,495,300,19
PI510931.D1G0BACXX.7.250130136,0,40,NA,NA,NA,295.0854492,NA,1383,782,300,17
PI510932.D1G0BACXX.7.250130148,0,40,NA,NA,NA,295.0854492,NA,1383,782,300,17
PI510958.D1G0BACXX.7.250130160,0,100,503.8467712,43.10734177,87.04179382,528.789917,NA,NA,NA,NA,18
PI510959.D1G0BACXX.7.250130172,0,100,503.8467712,43.10734177,87.04179382,528.789917,NA,NA,NA,NA,18
PI510966.D1G0BACXX.7.250130184,0,80,321.8891602,34.7212944,69.44468689,433.6303711,800,2747,571,500,18
PI510967.D1G0BACXX.7.250130196,0,80,321.8891602,34.7212944,69.44468689,433.6303711,800,2747,571,500,18
PI510968.D1G0BACXX.7.250129908,0,40,940.0096436,101.3962326,202.7986298,353.9451599,NA,1383,782,300,14
PI510969.D1G0BACXX.7.250130220,0,40,940.0096436,101.3962326,202.7986298,353.9451599,NA,1383,782,300,14
PI510979.D1G0BACXX.7.250130137,0,50,503.8467712,43.10734177,87.04179382,493.7332764,600,2601,574,500,16
PI510990.D1G0BACXX.7.250130149,0,80,321.8891602,34.7212944,69.44468689,314.981781,NA,NA,NA,NA,16
PI510991.D1G0BACXX.7.250130161,0,80,321.8891602,34.7212944,69.44468689,314.981781,NA,NA,NA,NA,16
PI511008.D1G0BACXX.7.250130173,0,40,NA,NA,NA,304.7025146,NA,1383,782,300,16
PI511009.D1G0BACXX.7.250130185,0,40,NA,NA,NA,304.7025146,NA,1383,782,300,16
PI514456.D1G0BACXX.7.250130197,0,34,321.8891602,34.7212944,69.44468689,374.4172363,NA,1987,NA,500,24
PI514610.D1G0BACXX.7.250130209,0,40,321.8891602,39.77147675,73.31347656,386.9821777,NA,1950,NA,500,24
PI514617.D1G0BACXX.7.250129906,60,40,321.8891602,34.7212944,69.44468689,486.7840881,NA,NA,NA,NA,21
PI521833.D1G0BACXX.7.250130221,0,20,116.9999924,7.259714127,69.35140228,611.0595093,NA,4645,NA,400,25
PI533762.C00TDABXX.1.250004189,0,50,321.8891602,34.7212944,69.44468689,488.3158569,NA,NA,NA,NA,26
PI533769.C00TDABXX.1.250004153,0,70,193.5914917,16.56299973,33.44380188,446.406311,NA,1556,575,500,8
PI533785.C00TDABXX.1.250004119,0,30,503.8467712,36.5202446,190.2079315,470.1299744,NA,2026,493,300,19
PI533789.C00TDABXX.1.250004159,0,80,NA,NA,NA,338.0360413,NA,2213,914,500,16
PI533792.C00TDABXX.1.250004135,0,90,867.7362061,47.08076096,409.7195129,730.7924194,NA,NA,NA,NA,27
PI533794.C00TDABXX.1.250004112,0,90,867.7362061,47.08076096,409.7195129,730.7924194,NA,NA,NA,NA,27
PI533800.C00TDABXX.1.250004173,20,80,272.3787231,23.30375671,47.05464935,659.0942993,400,3672,506,600,27
PI533839.C00TDABXX.1.250004124,0,70,503.8467712,36.5202446,190.2079315,445.5884705,800,2190,757,300,18
PI533876.C00TDABXX.2.250020296,0,34,503.8467712,36.5202446,190.2079315,413.1472168,1000,1678,577,400,21
PI533877.C00TDABXX.1.250004121,0,20,321.8891602,34.7212944,69.44468689,424.6721191,NA,1603,NA,500,20
PI533882.B064FABXX.2.250009868,0,20,940.0096436,101.3962326,202.7986298,525.052002,NA,1431,NA,200,20
PI533910.C00TDABXX.1.250004147,0,80,NA,NA,NA,338.0360413,NA,2213,914,500,16
PI533911.C00TDABXX.1.250004171,0,80,NA,NA,NA,338.0360413,NA,2213,914,500,16
PI533912.C00TDABXX.1.250004138,0,80,NA,NA,NA,338.0360413,NA,2213,914,500,16
PI533985.C00TDABXX.2.250020288,0,50,545.8120117,58.87522888,117.7540283,556.2750854,NA,NA,NA,NA,9
PI533986.C00TDABXX.1.250004176,0,50,321.8891602,34.7212944,69.44468689,488.3158569,NA,NA,NA,NA,26
PI533987.C00TDABXX.2.250020284,0,70,297.1404114,16.12194824,140.3009796,562.953064,NA,3013,889,600,25
PI533991.B064FABXX.2.250009905,20,80,503.8467712,36.5202446,190.2079315,353.212738,NA,NA,NA,NA,24
PI533996.C00TDABXX.2.250020224,0,70,297.1404114,16.12194824,140.3009796,562.953064,NA,3013,889,600,25
PI534070.C00TDABXX.1.250004136,0,100,201.5,12.502841,119.4385452,390.7277832,NA,NA,NA,NA,23
PI534075.D0D0BACXX.6.250040589,0,100,209.7156677,22.62144661,45.24427032,343.0005493,NA,NA,NA,NA,26
PI534079.C00TDABXX.1.250004131,0,10,272.3787231,19.74278259,102.826088,375.3832703,1000,2137,523,500,23
PI534088.C00TDABXX.1.250004101,0,70,503.8467712,36.5202446,190.2079315,431.9178162,800,2190,757,300,21
PI534092.C00TDABXX.2.250020233,0,80,545.8120117,58.87522888,117.7540283,443.9088745,1000,1862,669,300,22
PI534115.B064FABXX.2.250009817,90,10,297.1404114,16.12194824,140.3009796,494.7965088,NA,3320,973,700,26
PI534116.D0D0BACXX.6.250040571,0,40,545.8120117,67.43858337,124.3141403,633.4096069,300,4302,577,700,28
PI534123.C00TDABXX.1.250004133,90,10,1323.805298,163.5646515,301.5098877,727.0363159,300,4765,524,700,26
PI534124.C00TDABXX.1.250004106,0,40,867.7362061,62.89599228,327.5803528,720.5535889,300,4302,577,700,26
PI534127.C00TDABXX.1.250004114,0,70,867.7362061,62.89599228,327.5803528,624.8178711,NA,NA,NA,NA,25
PI534128.C00TDABXX.1.250004146,0,20,604.5,41.7600174,303.6681519,572.6976929,100,4994,577,800,24
PI534133.B064FABXX.2.250009836,0,40,867.7362061,74.24043274,149.9053345,700.2907715,300,4302,577,700,28
PI534135.C00TDABXX.1.250004170,0,20,604.5,41.7600174,303.6681519,572.6976929,100,4994,577,800,24
PI534148.B064FABXX.2.250009902,20,80,272.3787231,23.30375671,47.05464935,659.0942993,400,3672,506,600,27
PI534155.C00TDABXX.1.250004097,20,80,272.3787231,23.30375671,47.05464935,659.0942993,400,3672,506,600,27
PI534157.C00TDABXX.1.250004161,20,80,272.3787231,23.30375671,47.05464935,659.0942993,400,3672,506,600,27
PI562989.D1G0BACXX.7.250130138,0,20,940.0096436,101.3962326,202.7986298,525.052002,NA,1431,NA,200,21
PI563009.D1G0BACXX.7.250130150,0,70,503.8467712,36.5202446,190.2079315,447.6308594,800,2190,757,300,21
PI563151.D1G0BACXX.7.250130162,0,80,104,6.4530797,61.64570236,466.5253296,NA,4346,NA,400,30
PI563153.D1G0BACXX.7.250130174,0,100,940.0096436,116.1442337,214.0965729,700.2770386,1000,2137,523,400,25
PI563154.D1G0BACXX.7.250130186,50,10,116.9999924,7.259714127,69.35140228,581.5765381,NA,NA,NA,NA,22
PI563155.D1G0BACXX.7.250130198,0,80,NA,NA,NA,555.7077637,NA,4505,NA,400,NA
PI563156.D1G0BACXX.7.250130210,10,0,116.9999924,7.259714127,69.35140228,581.5765381,NA,4321,NA,400,24
PI563157.D1G0BACXX.7.250130222,10,0,104,6.4530797,61.64570236,513.1586304,NA,4321,NA,400,22
PI563163.D1G0BACXX.7.250130139,10,0,NA,NA,NA,555.7077637,NA,NA,NA,NA,31
PI563194.D1EYBACXX.8.250140217,0,80,104,6.4530797,61.64570236,466.5253296,NA,4346,NA,400,30
PI563196.D1G0BACXX.7.250130163,0,80,NA,NA,NA,555.7077637,NA,4505,NA,400,NA
PI563198.D1G0BACXX.7.250130175,0,80,NA,NA,NA,555.7077637,NA,2900,935,600,31
PI563199.D1G0BACXX.7.250130187,50,10,116.9999924,7.259714127,69.35140228,581.5765381,NA,NA,NA,NA,20
PI563200.D1G0BACXX.7.250130199,10,10,116.9999924,7.259714127,69.35140228,684.1657715,NA,4346,NA,400,23
PI563207.D1G0BACXX.7.250130211,50,10,116.9999924,7.259714127,69.35140228,581.5765381,NA,NA,NA,NA,20
PI563208.D1G0BACXX.7.250129968,0,10,116.9999924,7.259714127,69.35140228,684.1657715,NA,4346,NA,400,22
PI563209.D1G0BACXX.7.250130140,0,10,104,6.4530797,61.64570236,513.1586304,NA,4321,NA,400,21
PI563219.D1G0BACXX.7.250130152,10,20,350.999939,24.24774933,176.32341,530.6497803,800,3142,NA,500,26
PI563289.D1G0BACXX.7.250130164,0,80,272.3787231,19.74278259,102.826088,514.0206299,1000,2137,523,500,20
PI563334.D1G0BACXX.7.250130176,0,20,503.8467712,36.5202446,190.2079315,390.5202942,700,2769,523,600,16
PI563338.D1G0BACXX.7.250130188,0,40,193.5914917,14.03206253,73.08300781,432.4923401,NA,1740,NA,300,23
PI563343.D1G0BACXX.7.250130200,0,10,485.1662903,52.33354568,104.6702576,441.2203064,NA,1568,NA,300,19
PI563348.D1G0BACXX.7.250130212,0,70,447.8638611,32.46244431,169.0737457,468.9253845,1000,1623,796,200,20
PI563350.D1G0BACXX.7.250130224,0,100,447.8638611,32.46244431,169.0737457,394.0986633,NA,2754,898,600,21
PI563359.D1G0BACXX.7.250130141,0,40,485.1662903,59.9454155,110.5014648,388.2095947,1000,2137,523,500,23
PI563364.D1G0BACXX.7.250130153,0,20,447.8638611,32.46244431,169.0737457,414.8436584,NA,2028,512,400,17
PI563366.D1G0BACXX.7.250130165,0,70,447.8638611,32.46244431,169.0737457,398.1706238,NA,2520,612,600,20
PI563377.D1G0BACXX.7.250130177,0,70,297.1404114,25.42227936,51.33234406,351.8849182,NA,1556,575,500,4
PI563378.D1G0BACXX.7.250130189,0,70,297.1404114,25.42227936,51.33234406,351.8849182,NA,1556,575,500,4
PI563482.D1G0BACXX.7.250130201,0,100,297.1404114,21.5375824,112.173912,292.4013977,1000,1404,913,100,20
PI563483.D1G0BACXX.7.250130213,0,80,297.1404114,16.12194824,140.3009796,373.1054688,NA,NA,NA,200,19
PI563484.D1G0BACXX.7.250130225,0,0,297.1404114,21.5375824,112.173912,347.8448792,NA,901,508,200,18
PI563485.D1G0BACXX.7.250130142,0,60,297.1404114,25.42227936,51.33234406,306.7575378,61,2420,488,500,17
PI563486.D1G0BACXX.7.250130154,0,60,297.1404114,25.42227936,51.33234406,306.7575378,61,2420,488,500,17
PI563487.D1G0BACXX.7.250130166,0,80,193.5914917,14.03206253,73.08300781,412.2809143,1000,2137,523,500,21
PI563489.D1G0BACXX.7.250130178,0,80,503.8467712,36.5202446,190.2079315,368.0653076,1000,2137,523,500,22
PI563490.D1G0BACXX.7.250130190,0,80,503.8467712,36.5202446,190.2079315,368.0653076,1000,2137,523,500,22
PI563491.D1G0BACXX.7.250130202,0,80,503.8467712,36.5202446,190.2079315,368.0653076,1000,2137,523,500,22
PI563492.D1G0BACXX.7.250130214,0,100,503.8467712,36.5202446,190.2079315,364.3718567,NA,NA,NA,NA,22
PI563497.D1G0BACXX.7.250130226,0,50,545.8120117,58.87522888,117.7540283,476.5406189,NA,NA,NA,NA,22
PI563513.D1G0BACXX.7.250129894,0,67,485.1662903,52.33354568,104.6702576,538.1218872,61,3308,650,700,19
PI563515.D1G0BACXX.7.250130143,0,80,193.5914917,14.03206253,73.08300781,439.9124451,1000,1512,913,200,22
PI563516.D1EYBACXX.8.250140219,0,80,193.5914917,14.03206253,73.08300781,439.9124451,1000,1512,913,200,22
PI569012.D1G0BACXX.7.250130167,0,70,321.8891602,39.77147675,73.31347656,537.2693481,700,3635,740,600,21
PI569803.D1G0BACXX.7.250130179,0,100,297.1404114,16.12194824,140.3009796,717.4911499,NA,NA,NA,NA,15
PI569804.D1G0BACXX.7.250130191,0,100,297.1404114,16.12194824,140.3009796,717.4911499,NA,NA,NA,NA,15
PI569805.D1G0BACXX.7.250130203,0,70,545.8120117,67.43858337,124.3141403,563.6398926,700,3635,740,600,22
PI569819.D1G0BACXX.7.250130215,0,100,297.1404114,16.12194824,140.3009796,625.1951294,NA,NA,NA,NA,17
PI569833.D1G0BACXX.7.250130227,0,70,321.8891602,39.77147675,73.31347656,660.026062,700,3635,740,600,21
PI569834.D1FY1ACXX.8.250123305,0,70,321.8891602,39.77147675,73.31347656,660.026062,700,3635,740,600,23
PI569847.D1FY1ACXX.8.250123306,0,100,297.1404114,16.12194824,140.3009796,625.1951294,NA,NA,NA,NA,18
PI569860.D1FY1ACXX.8.250123308,0,100,503.8467712,27.33721352,237.9016266,534.3283691,NA,NA,NA,NA,21
PI569869.D1FY1ACXX.8.250123309,0,100,503.8467712,27.33721352,237.9016266,548.6364136,NA,2927,1018,600,21
PI569870.D1FY1ACXX.8.250123310,0,100,503.8467712,27.33721352,237.9016266,548.6364136,NA,2927,1018,600,21
PI569873.D1FY1ACXX.8.250123311,0,100,503.8467712,27.33721352,237.9016266,534.3283691,NA,NA,NA,NA,22
PI569875.D1FY1ACXX.8.250123312,0,100,297.1404114,16.12194824,140.3009796,648.6317139,NA,2927,1018,600,23
PI569876.D1FY1ACXX.8.250123313,0,100,297.1404114,16.12194824,140.3009796,648.6317139,NA,2927,1018,600,23
PI569886.D1FY1ACXX.8.250123315,0,20,545.8120117,58.87522888,117.7540283,483.0140686,NA,1838,NA,600,26
PI570119.D1FY1ACXX.8.250123316,0,0,321.8891602,34.7212944,69.44468689,475.793457,NA,1182,508,300,19
PI570120.D1FY1ACXX.8.250123317,0,70,297.1404114,25.42227936,51.33234406,480.0646667,700,2092,713,200,18
PI570122.D1FY1ACXX.8.250123318,0,100,545.8120117,67.43858337,124.3141403,496.6072998,NA,2927,1018,600,24
PI570123.D1FY1ACXX.8.250123319,0,100,545.8120117,67.43858337,124.3141403,496.6072998,NA,2927,1018,600,24
PI570124.D1FY1ACXX.8.250123320,0,100,545.8120117,67.43858337,124.3141403,496.6072998,NA,2927,1018,600,24
PI570125.D1FY1ACXX.8.250123321,0,30,NA,NA,NA,306.1161804,NA,1515,568,400,4
PI570126.D1FY1ACXX.8.250123322,0,30,NA,NA,NA,306.1161804,NA,1515,568,400,4
PI570127.D1FY1ACXX.8.250123323,0,80,297.1404114,16.12194824,140.3009796,539.4085083,NA,3320,973,700,23
PI570130.D1FY1ACXX.8.250123325,0,0,NA,NA,NA,356.8244934,NA,901,508,200,18
PI570136.D1FY1ACXX.8.250123326,0,80,447.8638611,24.29974937,211.4681396,473.1619873,NA,2213,914,500,20
PI570137.D1FY1ACXX.8.250123327,0,80,447.8638611,24.29974937,211.4681396,473.1619873,NA,2213,914,500,20
PI570139.D1FY1ACXX.8.250123328,0,80,447.8638611,24.29974937,211.4681396,473.1619873,NA,2213,914,500,20
PI570145.D1FY1ACXX.8.250123329,0,50,447.8638611,24.29974937,211.4681396,473.1619873,NA,NA,NA,NA,24
PI570146.D1FY1ACXX.8.250123330,0,50,447.8638611,24.29974937,211.4681396,473.1619873,NA,NA,NA,NA,24
PI570149.D1FY1ACXX.8.250123331,0,50,116.9999924,7.259714127,69.35140228,466.1685791,NA,3409,NA,500,22
PI570154.D1FY1ACXX.8.250123332,0,80,503.8467712,27.33721352,237.9016266,513.6139526,NA,2213,914,500,23
PI570155.D1FY1ACXX.8.250123333,0,80,503.8467712,27.33721352,237.9016266,513.6139526,NA,2213,914,500,23
PI570157.D1FY1ACXX.8.250123334,0,80,545.8120117,58.87522888,117.7540283,464.3381653,NA,2093,NA,800,20
PI570158.D1FY1ACXX.8.250123335,0,80,503.8467712,27.33721352,237.9016266,513.6139526,NA,2213,914,500,22
PI570159.D1FY1ACXX.8.250123336,0,80,503.8467712,27.33721352,237.9016266,513.6139526,NA,2213,914,500,22
PI570160.D1FY1ACXX.8.250123337,0,100,545.8120117,58.87522888,117.7540283,529.2178345,NA,NA,NA,NA,22
PI570162.D1FY1ACXX.8.250123338,0,70,503.8467712,27.33721352,237.9016266,639.6455688,NA,3013,889,600,22
PI570163.D1FY1ACXX.8.250123339,0,70,503.8467712,27.33721352,237.9016266,639.6455688,NA,3013,889,600,22
PI570164.D1FY1ACXX.8.250123340,0,100,297.1404114,16.12194824,140.3009796,701.8685303,NA,3019,1060,700,19
PI570166.D1FY1ACXX.8.250123341,0,50,503.8467712,27.33721352,237.9016266,513.6139526,NA,NA,NA,NA,23
PI570168.D1FY1ACXX.8.250123342,0,70,503.8467712,27.33721352,237.9016266,639.6455688,NA,3013,889,600,22
PI570171.D1FY1ACXX.8.250123343,0,50,545.8120117,58.87522888,117.7540283,476.5406189,NA,NA,NA,NA,22
PI570174.D1FY1ACXX.8.250123345,0,100,297.1404114,16.12194824,140.3009796,582.3121338,NA,3019,1060,700,16
PI570176.D1FY1ACXX.8.250123346,0,100,297.1404114,16.12194824,140.3009796,582.3121338,NA,3019,1060,700,18
PI570189.D1FY1ACXX.8.250123347,0,60,321.8891602,34.7212944,69.44468689,1147.569092,NA,3622,863,700,26
PI570190.D1FY1ACXX.8.250123348,0,60,321.8891602,34.7212944,69.44468689,1147.569092,NA,3622,863,700,26
PI570191.D1FY1ACXX.8.250123349,0,60,321.8891602,34.7212944,69.44468689,1147.569092,NA,3622,863,700,26
PI570218.D1FY1ACXX.8.250123350,0,50,545.8120117,58.87522888,117.7540283,556.2750854,NA,NA,NA,NA,9
PI570219.D1FY1ACXX.8.250123351,0,50,545.8120117,58.87522888,117.7540283,556.2750854,NA,NA,NA,NA,9
PI570220.D1FY1ACXX.8.250123352,0,50,545.8120117,58.87522888,117.7540283,556.2750854,NA,NA,NA,NA,9
PI570228.D1FY1ACXX.8.250123353,0,50,545.8120117,58.87522888,117.7540283,593.9113159,NA,NA,NA,NA,20
PI570229.D1FY1ACXX.8.250123354,0,50,545.8120117,58.87522888,117.7540283,593.9113159,NA,NA,NA,NA,20
PI570233.D1FY1ACXX.8.250123355,0,50,545.8120117,58.87522888,117.7540283,476.5406189,NA,NA,NA,NA,22
PI570234.D1FY1ACXX.8.250123356,0,50,545.8120117,58.87522888,117.7540283,476.5406189,NA,NA,NA,NA,22
PI570237.D1FY1ACXX.8.250123357,0,90,503.8467712,27.33721352,237.9016266,682.0895386,NA,3074,991,700,22
PI570244.D1FY1ACXX.8.250123359,0,80,NA,NA,NA,338.0360413,NA,2213,914,500,11
PI570248.D1FY1ACXX.8.250123361,0,0,297.1404114,25.42227936,51.33234406,384.9225464,NA,901,508,200,4
PI570249.D1FY1ACXX.8.250123362,0,0,297.1404114,25.42227936,51.33234406,384.9225464,NA,901,508,200,4
PI570252.D1FY1ACXX.8.250123364,0,100,297.1404114,16.12194824,140.3009796,582.3121338,NA,3019,1060,700,21
PI570254.D1FY1ACXX.8.250123365,0,80,545.8120117,58.87522888,117.7540283,433.9684143,NA,2093,NA,800,19
