"GeneName","pvalue","no_of_SNPs","pval_combination_GBJ_minP_GHC_SKAT","list_of_pvalue"
"Zm00001eb418020",0.111537593653356,2,"Yes","0.0707729,0.2503365"
"Zm00001eb173100",0.111750629327265,2,"Yes","0.2206424,0.05754674"
"Zm00001eb077400",0.111883730381598,4,"Yes","0.1096245,0.02349564,0.6918076,0.09198505"
"Zm00001eb080270",0.1120015,1,"No","0.1120015"
"Zm00001eb095960",0.112861996344191,2,"Yes","0.9461699,0.05816972"
"Zm00001eb119990",0.11308755369764,3,"Yes","0.02274408,0.8271025,0.209367"
"Zm00001eb091610",0.113262576675642,3,"Yes","0.1162528,0.09183285,0.7658539"
"Zm00001eb361410",0.113307454475281,2,"Yes","0.05837599,0.970219"
"Zm00001eb424840",0.113381423539596,5,"Yes","0.6830082,0.987604,0.03147551,0.1852287,0.09609805"
"Zm00001eb160200",0.113504777823689,4,"Yes","0.02442632,0.6059728,0.1074382,0.3943878"
"Zm00001eb159710",0.1137495,1,"No","0.1137495"
"Zm00001eb058290",0.115391631249676,3,"Yes","0.152241,0.9052622,0.155151"
"Zm00001eb418290",0.11558606419795,3,"Yes","0.04326187,0.9474483,0.1344165"
"Zm00001eb276690",0.1167358,1,"No","0.1167358"
"Zm00001eb276700",0.1167358,1,"No","0.1167358"
"Zm00001eb205760",0.1173172,1,"No","0.1173172"
"Zm00001eb164380",0.1173614,1,"No","0.1173614"
"Zm00001eb099720",0.118115525837317,4,"Yes","0.7014028,0.01940814,0.5080951,0.8666458"
"Zm00001eb113260",0.1185532,1,"No","0.1185532"
"Zm00001eb428000",0.1186239,1,"No","0.1186239"
"Zm00001eb105090",0.11865114497844,3,"Yes","0.1618445,0.1165439,0.3785518"
"Zm00001eb013680",0.1189915,1,"No","0.1189915"
"Zm00001eb334930",0.119048421637766,2,"Yes","0.9641576,0.07333407"
"Zm00001eb265410",0.11995240799713,2,"Yes","0.255503,0.0618957"
"Zm00001eb166180",0.12045770991272,4,"Yes","0.5390726,0.7397058,0.6783293,0.02077076"
"Zm00001eb088530",0.1206294,1,"No","0.1206294"
"Zm00001eb222550",0.1208923,1,"No","0.1208923"
"Zm00001eb044390",0.120905011447706,2,"Yes","0.8941173,0.06242349"
"Zm00001eb424130",0.1211369,1,"No","0.1211369"
"Zm00001eb031740",0.1212607,1,"No","0.1212607"
"Zm00001eb031750",0.1212607,1,"No","0.1212607"
"Zm00001eb337350",0.1214435,1,"No","0.1214435"
"Zm00001eb125460",0.1216406,1,"No","0.1216406"
"Zm00001eb122420",0.121710788955019,3,"Yes","0.864963,0.121139,0.07870123"
"Zm00001eb395030",0.122244919383209,2,"Yes","0.06540367,0.9296343"
"Zm00001eb253620",0.123292867315325,8,"Yes","0.6395975,0.288812,0.6157507,0.03103718,0.02693206,0.8258357,0.9820761,0.6704809"
"Zm00001eb299970",0.12381056609358,2,"Yes","0.7984036,0.06395788"
"Zm00001eb134010",0.1240904,1,"No","0.1240904"
"Zm00001eb067930",0.1243677,1,"No","0.1243677"
"Zm00001eb224250",0.125123212193637,2,"Yes","0.06469186,0.5334073"
"Zm00001eb255020",0.125218155722733,3,"Yes","0.1120908,0.09825727,0.3443648"
"Zm00001eb396750",0.125516213479498,5,"Yes","0.7853904,0.05556507,0.7069752,0.1926319,0.1906488"
"Zm00001eb405090",0.1256058,1,"No","0.1256058"
"Zm00001eb118880",0.125672057862763,2,"Yes","0.06508552,0.09514352"
"Zm00001eb137950",0.125824931824793,2,"Yes","0.1726789,0.06573173"
"Zm00001eb193370",0.126421524889652,3,"Yes","0.03078903,0.212508,0.1325572"
"Zm00001eb219180",0.126471886342841,4,"Yes","0.2194863,0.1299549,0.04620636,0.1025646"
"Zm00001eb003350",0.126480758945899,4,"Yes","0.1694942,0.1392327,0.08096093,0.08413474"
"Zm00001eb159940",0.126728231516188,6,"Yes","0.2107476,0.2273465,0.4807201,0.9707488,0.7873655,0.01260084"
"Zm00001eb285840",0.126959091392909,3,"Yes","0.9677003,0.1665993,0.126184"
"Zm00001eb001430",0.127156073087081,11,"Yes","0.8744978,0.6968861,0.8744395,0.1322361,0.1013932,0.0723275,0.09269148,0.07936067,0.6971759,0.7481371,0.6990223"
"Zm00001eb327290",0.127269924119905,3,"Yes","0.9900442,0.02552134,0.6626563"
"Zm00001eb432040",0.127395721539811,2,"Yes","0.538673,0.0659236"
"Zm00001eb104870",0.127734482898436,3,"Yes","0.05417361,0.1624582,0.9823029"
"Zm00001eb251710",0.128102358319321,3,"Yes","0.862775,0.1096249,0.1692017"
"Zm00001eb299670",0.128720002163849,3,"Yes","0.1095412,0.2839919,0.1646523"
"Zm00001eb409570",0.128920265152681,4,"Yes","0.6732636,0.6487427,0.02014432,0.4241258"
"Zm00001eb210340",0.12914216700483,2,"Yes","0.3825422,0.06689952"
"Zm00001eb388770",0.1292288,1,"No","0.1292288"
"Zm00001eb035790",0.1292491,1,"No","0.1292491"
"Zm00001eb363030",0.129271632621939,5,"Yes","0.177666,0.5372436,0.8726129,0.527522,0.01342743"
"Zm00001eb229450",0.129378472108135,6,"Yes","0.1549689,0.01272713,0.6248022,0.5547539,0.4265457,0.1576685"
"Zm00001eb080550",0.1297484,1,"No","0.1297484"
"Zm00001eb079500",0.129820155607385,2,"Yes","0.06741386,0.578101"
"Zm00001eb076640",0.129945015770558,2,"Yes","0.3290298,0.07377423"
"Zm00001eb424550",0.130081015230459,2,"Yes","0.2539768,0.07837069"
"Zm00001eb160750",0.130467691434523,3,"Yes","0.1597664,0.2054578,0.1558295"
"Zm00001eb220000",0.1306202,1,"No","0.1306202"
"Zm00001eb167820",0.130810200935239,4,"Yes","0.8627682,0.2894769,0.02098593,0.9488263"
"Zm00001eb302880",0.13092139805585,5,"Yes","0.1997602,0.07322947,0.339926,0.05806043,0.2008341"
"Zm00001eb227270",0.1310368,1,"No","0.1310368"
"Zm00001eb428230",0.13139085373972,2,"Yes","0.06811995,0.903207"
"Zm00001eb047610",0.132298293932688,2,"Yes","0.08891464,0.1962213"
"Zm00001eb336790",0.1325363,1,"No","0.1325363"
"Zm00001eb401200",0.132708106399738,2,"Yes","0.5006329,0.07003924"
"Zm00001eb005100",0.132768221505958,4,"Yes","0.5421844,0.0213337,0.7989383,0.6179814"
"Zm00001eb432290",0.13280337906336,4,"Yes","0.7459578,0.07862707,0.1184646,0.8314016"
"Zm00001eb198000",0.133571693369065,2,"Yes","0.07636578,0.4032174"
"Zm00001eb343840",0.1335821,1,"No","0.1335821"
"Zm00001eb362780",0.133775427166154,5,"Yes","0.4711487,0.3668232,0.01482464,0.8843236,0.4109506"
"Zm00001eb362790",0.133775427166154,5,"Yes","0.4711487,0.3668232,0.01482464,0.8843236,0.4109506"
"Zm00001eb070050",0.133977324061636,4,"Yes","0.9273433,0.1105199,0.04465083,0.8743182"
"Zm00001eb351050",0.134041552213613,3,"Yes","0.1543999,0.08159819,0.741211"
"Zm00001eb122660",0.1342845,1,"No","0.1342845"
"Zm00001eb212620",0.1344505,1,"No","0.1344505"
"Zm00001eb071590",0.135408658439743,2,"Yes","0.07079541,0.1559221"
"Zm00001eb174880",0.1362824,1,"No","0.1362824"
"Zm00001eb031570",0.1364758,1,"No","0.1364758"
"Zm00001eb183100",0.136794012925207,4,"Yes","0.09954893,0.1039576,0.0818109,0.5143489"
"Zm00001eb148430",0.136941647670664,10,"Yes","0.1216028,0.9598595,0.09747841,0.006049068,0.5750663,0.4118305,0.2305447,0.7220693,0.7299772,0.1287611"
"Zm00001eb252410",0.1370813,1,"No","0.1370813"
"Zm00001eb395120",0.1373425,1,"No","0.1373425"
"Zm00001eb232490",0.13737325938382,3,"Yes","0.2001195,0.1091865,0.08683995"
"Zm00001eb054980",0.137862957029869,3,"Yes","0.4282966,0.02734676,0.2748847"
"Zm00001eb198350",0.13786836699588,4,"Yes","0.4119041,0.02221567,0.3796793,0.5678269"
"Zm00001eb356200",0.1380562,1,"No","0.1380562"
"Zm00001eb397670",0.138162007591415,2,"Yes","0.07314157,0.3213896"
"Zm00001eb054050",0.138265741732315,2,"Yes","0.07191492,0.2854864"
"Zm00001eb151600",0.1382931754994,5,"Yes","0.6856411,0.8875943,0.01539728,0.5111227,0.2465586"
"Zm00001eb252510",0.139092429724803,15,"Yes","0.8071647,0.1085679,0.2346185,0.8279588,0.04748979,0.009082529,0.550077,0.1080981,0.2627771,0.335335,0.611289,0.9087379,0.2156523,0.3920483,0.06052076"
"Zm00001eb082570",0.139339023851816,8,"Yes","0.82625,0.1646657,0.9747165,0.9579392,0.007745904,0.1514683,0.8652585,0.3611182"
"Zm00001eb115580",0.140642284706338,3,"Yes","0.8330871,0.3382688,0.02785327"
"Zm00001eb317860",0.140720540873253,2,"Yes","0.1169678,0.2233743"
"Zm00001eb069390",0.1411133,1,"No","0.1411133"
"Zm00001eb177430",0.141468064941489,7,"Yes","0.02279371,0.1950676,0.6328601,0.1965399,0.2059595,0.9299869,0.8474734"
"Zm00001eb107560",0.141523005972272,12,"Yes","0.5867755,0.5650295,0.712204,0.3595836,0.1526972,0.02872074,0.1307517,0.006668697,0.3613521,0.4597454,0.6243165,0.8446728"
"Zm00001eb103250",0.141616287671575,2,"Yes","0.0889587,0.409415"
"Zm00001eb227120",0.1425794,1,"No","0.1425794"
"Zm00001eb061430",0.142838289701885,6,"Yes","0.2636722,0.9598804,0.7134724,0.06948369,0.2252669,0.03528231"
"Zm00001eb343330",0.1431364,1,"No","0.1431364"
"Zm00001eb073390",0.143772863654584,2,"Yes","0.8262455,0.07471533"
"Zm00001eb066010",0.144112955909606,3,"Yes","0.03696436,0.1521196,0.3568655"
"Zm00001eb085610",0.1442132,1,"No","0.1442132"
"Zm00001eb332890",0.144221765727516,5,"Yes","0.965912,0.4216105,0.1883669,0.2101486,0.0178931"
"Zm00001eb015380",0.144383801497407,3,"Yes","0.1747713,0.4956591,0.07338454"
"Zm00001eb006890",0.144804340274336,12,"Yes","0.4145996,0.6654611,0.4635405,0.9130456,0.4615648,0.004381234,0.1260696,0.03753718,0.7305164,0.0717309,0.6069221,0.3964174"
"Zm00001eb252250",0.14489247053186,2,"Yes","0.4713396,0.07903284"
"Zm00001eb219370",0.1448964,1,"No","0.1448964"
"Zm00001eb433030",0.1457295,1,"No","0.1457295"
"Zm00001eb142450",0.145911519321288,2,"Yes","0.5442092,0.07733968"
"Zm00001eb069070",0.145990999314944,3,"Yes","0.945683,0.02896411,0.4427297"
"Zm00001eb031330",0.146373,1,"No","0.146373"
"Zm00001eb126240",0.146462948497338,2,"Yes","0.7776151,0.07759959"
"Zm00001eb127490",0.146509560104659,3,"Yes","0.693861,0.4111841,0.03583744"
"Zm00001eb194990",0.146748457048065,2,"Yes","0.1009083,0.4386024"
"Zm00001eb422820",0.1469811,1,"No","0.1469811"
"Zm00001eb254720",0.1470621,1,"No","0.1470621"
"Zm00001eb194400",0.1472748,1,"No","0.1472748"
"Zm00001eb417810",0.14778681702991,5,"Yes","0.1620672,0.5759432,0.1274128,0.2032481,0.2440454"
"Zm00001eb010810",0.148322425700541,5,"Yes","0.4372858,0.9545161,0.01444068,0.4112507,0.6125934"
"Zm00001eb187100",0.148339953394136,12,"Yes","0.1441757,0.5188279,0.2063788,0.4537252,0.8911895,0.06982638,0.04328685,0.9779316,0.2203961,0.2025321,0.3146836,0.05014644"
"Zm00001eb374030",0.148549506231576,4,"Yes","0.04473666,0.8486693,0.138012,0.1261964"
"Zm00001eb430130",0.148549652762741,4,"Yes","0.763122,0.02364314,0.8192817,0.8980491"
"Zm00001eb046090",0.1495541,1,"No","0.1495541"
"Zm00001eb429740",0.149773884569558,3,"Yes","0.04927387,0.1713493,0.8423402"
"Zm00001eb345420",0.1507079,1,"No","0.1507079"
"Zm00001eb044860",0.1510834,1,"No","0.1510834"
"Zm00001eb025630",0.151158162285082,3,"Yes","0.1197468,0.182747,0.4151649"
"Zm00001eb139990",0.151588906002704,5,"Yes","0.9414388,0.5155393,0.5047019,0.01485015,0.9271118"
"Zm00001eb249750",0.1515895,1,"No","0.1515895"
"Zm00001eb298860",0.151655311720977,25,"Yes","0.4433405,0.2433693,0.1926226,0.5705132,0.04626674,0.7170309,0.3380199,0.983087,0.6128227,0.1843046,0.954535,0.4480107,0.01110271,0.01836413,0.09869674,0.1979201,0.3250345,0.943504,0.5506445,0.2732364,0.932944,0.9153162,0.02498073,0.9597415,0.8012572"
"Zm00001eb004490",0.151834921573459,2,"Yes","0.6675691,0.07972718"
"Zm00001eb147340",0.152112,1,"No","0.152112"
"Zm00001eb214920",0.1526103,1,"No","0.1526103"
"Zm00001eb362020",0.15266564802722,3,"Yes","0.9064941,0.1331081,0.1779371"
"Zm00001eb146170",0.15275544302906,2,"Yes","0.1383897,0.1273656"
"Zm00001eb356190",0.153206603818623,5,"Yes","0.08524216,0.6877118,0.1904669,0.3846441,0.1703536"
"Zm00001eb220110",0.1532828,1,"No","0.1532828"
"Zm00001eb356500",0.1536434,1,"No","0.1536434"
"Zm00001eb217990",0.153649990770817,2,"Yes","0.6359809,0.08838861"
"Zm00001eb108530",0.153970182470085,2,"Yes","0.08098337,0.7040471"
"Zm00001eb108540",0.153970182470085,2,"Yes","0.08098337,0.7040471"
"Zm00001eb008190",0.1541161,1,"No","0.1541161"
"Zm00001eb212250",0.154199743209391,2,"Yes","0.08033809,0.947309"
"Zm00001eb400410",0.154927031557658,7,"Yes","0.7112412,0.05077001,0.4969934,0.5961011,0.8962899,0.5037443,0.03700632"
"Zm00001eb157280",0.15509094498298,5,"Yes","0.4379497,0.09859039,0.1270176,0.08580915,0.2600877"
"Zm00001eb102840",0.155595150041041,2,"Yes","0.08218526,0.2880308"
"Zm00001eb198320",0.155889947076402,8,"Yes","0.4474521,0.3761663,0.3231588,0.03893348,0.3332225,0.01950756,0.4210306,0.635156"
"Zm00001eb066180",0.156091101457768,4,"Yes","0.7462171,0.1507416,0.02494058,0.6658702"
"Zm00001eb042130",0.156406718037683,4,"Yes","0.4011129,0.6701469,0.02566053,0.9241741"
"Zm00001eb228540",0.156826562870787,2,"Yes","0.09420867,0.4956714"
"Zm00001eb214130",0.157528743763208,3,"Yes","0.7291146,0.03153082,0.4263573"
"Zm00001eb216680",0.1577172017866,6,"Yes","0.4498011,0.8737922,0.01569258,0.9841883,0.6713325,0.9973234"
"Zm00001eb432500",0.157743254403807,6,"Yes","0.6220471,0.03486087,0.06197837,0.458199,0.9363511,0.5059626"
"Zm00001eb160220",0.158036251490718,7,"Yes","0.04765068,0.2644396,0.1816564,0.2336745,0.8518257,0.6065011,0.02592624"
"Zm00001eb215220",0.158577078380509,3,"Yes","0.1639441,0.170867,0.8018595"
"Zm00001eb367490",0.1592667,1,"No","0.1592667"
"Zm00001eb157120",0.15980108282319,4,"Yes","0.137489,0.6725069,0.7279766,0.0670286"
"Zm00001eb307890",0.1600305,1,"No","0.1600305"
"Zm00001eb310870",0.160400196158967,4,"Yes","0.02799453,0.9545247,0.4612951,0.61829"
"Zm00001eb169080",0.1606749,1,"No","0.1606749"
"Zm00001eb121280",0.16068231546364,8,"Yes","0.8279759,0.2242156,0.04812806,0.666227,0.0243643,0.4368235,0.6592716,0.223987"
"Zm00001eb149730",0.160749859943331,2,"Yes","0.2188134,0.08587532"
"Zm00001eb147850",0.1613547,1,"No","0.1613547"
"Zm00001eb405120",0.1614158,1,"No","0.1614158"
"Zm00001eb249990",0.161644713215499,2,"Yes","0.08441907,0.4926541"
"Zm00001eb250000",0.161644713215499,2,"Yes","0.08441907,0.4926541"
"Zm00001eb286110",0.16176927716057,3,"Yes","0.03714452,0.2805993,0.373561"
"Zm00001eb337370",0.161819955751626,2,"Yes","0.5164165,0.1101454"
"Zm00001eb327310",0.1618584,1,"No","0.1618584"
"Zm00001eb038110",0.162091656125936,3,"Yes","0.0887703,0.1883396,0.5264853"
"Zm00001eb168470",0.1621748,1,"No","0.1621748"
"Zm00001eb285800",0.162928794581524,4,"Yes","0.3458085,0.1367787,0.3109414,0.09212986"
"Zm00001eb109000",0.1633553,1,"No","0.1633553"
"Zm00001eb391570",0.1637411,1,"No","0.1637411"
"Zm00001eb365940",0.1641395,1,"No","0.1641395"
"Zm00001eb218210",0.164353209097557,2,"Yes","0.940647,0.09176872"
"Zm00001eb324540",0.1644169,1,"No","0.1644169"
"Zm00001eb286700",0.164732350082864,4,"Yes","0.1240968,0.6629585,0.9589159,0.1218849"
"Zm00001eb147400",0.1648795,1,"No","0.1648795"
"Zm00001eb059650",0.164906021559391,4,"Yes","0.02654475,0.733895,0.6413245,0.8594365"
"Zm00001eb190440",0.165128403396388,5,"Yes","0.03427952,0.6256735,0.08543668,0.6842182,0.6021807"
"Zm00001eb419780",0.1659525,1,"No","0.1659525"
"Zm00001eb122460",0.166021831597327,4,"Yes","0.1127664,0.03876881,0.751797,0.9341981"
"Zm00001eb349190",0.1660969,1,"No","0.1660969"
"Zm00001eb320520",0.166953158390179,6,"Yes","0.1672401,0.8416433,0.1676049,0.1751213,0.951215,0.7023471"
"Zm00001eb210720",0.167112589242885,2,"Yes","0.828863,0.08757691"
"Zm00001eb352530",0.16722981672688,3,"Yes","0.1264622,0.2284685,0.08238634"
"Zm00001eb106050",0.1672315,1,"No","0.1672315"
"Zm00001eb357890",0.167315584221364,2,"Yes","0.224837,0.1350067"
"Zm00001eb431410",0.168304664792163,2,"Yes","0.0887488,0.5705147"
"Zm00001eb205010",0.168448510653469,9,"Yes","0.9857148,0.1405211,0.1546563,0.719325,0.6166601,0.5665355,0.1348815,0.2166255,0.2204623"
"Zm00001eb159060",0.168644517259766,4,"Yes","0.04734185,0.643973,0.1090089,0.1047282"
"Zm00001eb042350",0.169507191816043,2,"Yes","0.08870554,0.5911"
"Zm00001eb423830",0.169723946092403,3,"Yes","0.7061012,0.2336885,0.03450681"
"Zm00001eb224260",0.1697531,1,"No","0.1697531"
"Zm00001eb002640",0.16980856304346,6,"Yes","0.7026974,0.01488713,0.4004768,0.3372247,0.1460391,0.1989387"
"Zm00001eb397350",0.169999760224289,2,"Yes","0.08960636,0.1510221"
"Zm00001eb248640",0.1700333,1,"No","0.1700333"
"Zm00001eb210900",0.170688293163692,3,"Yes","0.8162108,0.03511423,0.8746631"
"Zm00001eb071930",0.170734945521311,2,"Yes","0.08948859,0.5607302"
"Zm00001eb056720",0.170888625514916,4,"Yes","0.02960468,0.4893559,0.8512712,0.6254307"
"Zm00001eb301620",0.170944525161723,2,"Yes","0.4794788,0.09911234"
"Zm00001eb396170",0.171108103210778,18,"Yes","0.9515747,0.3473835,0.3111349,0.00338945,0.3511841,0.7208672,0.8384114,0.2646381,0.865782,0.1377143,0.1988661,0.4707009,0.9724858,0.9093989,0.03916076,0.4897952,0.4153236,0.6578283"
"Zm00001eb197740",0.17159255673312,3,"Yes","0.6052741,0.09268331,0.2011035"
"Zm00001eb360860",0.1718271,1,"No","0.1718271"
"Zm00001eb335470",0.172266034709467,2,"Yes","0.4451293,0.09116079"
"Zm00001eb191010",0.1726002,1,"No","0.1726002"
"Zm00001eb106360",0.172813944104518,4,"Yes","0.02942969,0.9032108,0.3276277,0.7739554"
"Zm00001eb137780",0.1731628,1,"No","0.1731628"
"Zm00001eb414260",0.173396646425827,2,"Yes","0.5328025,0.09101613"
"Zm00001eb103740",0.173560674987218,4,"Yes","0.6552997,0.4584576,0.04208884,0.6931208"
"Zm00001eb170710",0.1738925,1,"No","0.1738925"
"Zm00001eb362160",0.17463744186959,5,"Yes","0.01886611,0.6194929,0.8219113,0.1815289,0.5674255"
"Zm00001eb146230",0.1752143,1,"No","0.1752143"
"Zm00001eb344490",0.175229676290514,3,"Yes","0.6263231,0.2064198,0.03602949"
"Zm00001eb012290",0.176029268758971,4,"Yes","0.6026675,0.6659974,0.8228556,0.03515047"
"Zm00001eb210320",0.176172731134302,3,"Yes","0.1360041,0.198026,0.710566"
"Zm00001eb223000",0.1764879,1,"No","0.1764879"
"Zm00001eb406800",0.1765323,1,"No","0.1765323"
"Zm00001eb192120",0.1768603,1,"No","0.1768603"
"Zm00001eb198440",0.177440263217388,6,"Yes","0.778854,0.7569756,0.2974242,0.06790167,0.2963407,0.06728372"
"Zm00001eb291250",0.178086460412404,7,"Yes","0.4397053,0.5348859,0.7771189,0.9869761,0.5494336,0.0123098,0.2790007"
"Zm00001eb214260",0.178483737511101,3,"Yes","0.1795261,0.8611715,0.05577478"
"Zm00001eb335910",0.178668559149201,5,"Yes","0.03428718,0.5057094,0.7278033,0.09685907,0.3478776"
"Zm00001eb249250",0.1789218,1,"No","0.1789218"
"Zm00001eb425190",0.179295772848011,2,"Yes","0.9204952,0.09450708"
"Zm00001eb070920",0.1793631,1,"No","0.1793631"
"Zm00001eb057970",0.179780459738103,8,"Yes","0.8027478,0.3792752,0.4069966,0.5482367,0.9189567,0.01211915,0.3195716,0.3759901"
"Zm00001eb394330",0.179951,1,"No","0.179951"
"Zm00001eb066690",0.180389742644049,6,"Yes","0.7868398,0.03973956,0.5113835,0.08065247,0.3297227,0.3800269"
"Zm00001eb127220",0.18096312473416,2,"Yes","0.56237,0.10101"
"Zm00001eb212230",0.181232562175334,3,"Yes","0.5797314,0.6507667,0.03706891"
"Zm00001eb284740",0.181371822949685,8,"Yes","0.1093223,0.1036373,0.528221,0.2308747,0.5671105,0.6491946,0.1929325,0.1484773"
"Zm00001eb047920",0.1817223,1,"No","0.1817223"
"Zm00001eb124780",0.181904743846627,2,"Yes","0.688751,0.09654001"
"Zm00001eb432260",0.182022089621793,3,"Yes","0.2694384,0.3651599,0.05176243"
"Zm00001eb431300",0.182154945693335,2,"Yes","0.09610048,0.1980422"
"Zm00001eb143920",0.1822163,1,"No","0.1822163"
"Zm00001eb391750",0.182491188367107,5,"Yes","0.202942,0.1120902,0.986578,0.4208629,0.08622286"
"Zm00001eb247240",0.1832092,1,"No","0.1832092"
"Zm00001eb028440",0.183626677530906,6,"Yes","0.1506894,0.9149951,0.7254838,0.1783135,0.08859935,0.2211998"
"Zm00001eb105730",0.184414305674782,9,"Yes","0.6341475,0.4218736,0.1407752,0.7000288,0.4172739,0.04389633,0.04180752,0.5169038,0.3867337"
"Zm00001eb335350",0.184465169396187,4,"Yes","0.2329044,0.4456454,0.03027072,0.6973941"
"Zm00001eb213140",0.184676156719711,4,"Yes","0.1371053,0.1699781,0.07318258,0.1209617"
"Zm00001eb072810",0.1850238,1,"No","0.1850238"
"Zm00001eb373970",0.1850433,1,"No","0.1850433"
"Zm00001eb017030",0.1855149,1,"No","0.1855149"
"Zm00001eb349600",0.1855679,1,"No","0.1855679"
"Zm00001eb199540",0.1857603,1,"No","0.1857603"
"Zm00001eb012080",0.186164012376867,4,"Yes","0.3174591,0.1609344,0.1300441,0.05864583"
"Zm00001eb215280",0.1868954,1,"No","0.1868954"
"Zm00001eb277390",0.1870918,1,"No","0.1870918"
"Zm00001eb287640",0.187436125504954,8,"Yes","0.8474236,0.7929893,0.9336057,0.8307992,0.015381,0.1247525,0.5516179,0.07946006"
"Zm00001eb322150",0.187497945601645,3,"Yes","0.2114299,0.1045738,0.6873083"
"Zm00001eb187040",0.187628323982986,3,"Yes","0.6067331,0.7332133,0.03867557"
"Zm00001eb012060",0.188182379846753,3,"Yes","0.1859824,0.2099025,0.8234736"
"Zm00001eb125260",0.188454051928283,2,"Yes","0.1273302,0.98203"
"Zm00001eb315940",0.188665969843683,4,"Yes","0.07652073,0.3150082,0.8877206,0.1476325"
"Zm00001eb123160",0.1894566,1,"No","0.1894566"
"Zm00001eb266980",0.1895351,1,"No","0.1895351"
"Zm00001eb205350",0.1895852,1,"No","0.1895852"
"Zm00001eb158030",0.1899882,1,"No","0.1899882"
"Zm00001eb323810",0.190002624752756,5,"Yes","0.3906082,0.1873995,0.1690428,0.4635572,0.05679278"
"Zm00001eb009930",0.19050491022293,5,"Yes","0.01969269,0.5264561,0.3680319,0.7642884,0.7382931"
"Zm00001eb159350",0.190907964162411,2,"Yes","0.4241508,0.1006874"
"Zm00001eb366480",0.1911261,1,"No","0.1911261"
"Zm00001eb192250",0.19120814316633,4,"Yes","0.6448377,0.4572184,0.03356084,0.4764654"
"Zm00001eb390310",0.1914686,1,"No","0.1914686"
"Zm00001eb239520",0.191677596048891,2,"Yes","0.6524576,0.1056391"
"Zm00001eb414040",0.1922229,1,"No","0.1922229"
"Zm00001eb336250",0.192656350840946,8,"Yes","0.853019,0.5049715,0.02135666,0.7750666,0.705246,0.05158625,0.6703147,0.1043158"
"Zm00001eb066140",0.1931457,1,"No","0.1931457"
"Zm00001eb226160",0.1931724,1,"No","0.1931724"
"Zm00001eb337100",0.1935347,1,"No","0.1935347"
"Zm00001eb173740",0.1937118,1,"No","0.1937118"
"Zm00001eb073480",0.194258669347838,3,"Yes","0.1947623,0.590351,0.1085002"
"Zm00001eb149720",0.1942911,1,"No","0.1942911"
"Zm00001eb388330",0.1943291,1,"No","0.1943291"
"Zm00001eb103420",0.1947498,1,"No","0.1947498"
"Zm00001eb113570",0.194772918809468,2,"Yes","0.1187302,0.7814195"
